"avatarThumbnail","cid","createTime","createTimeISO","diggCount","input","likedByAuthor","pinnedByAuthor","repliesToId","replyCommentTotal","text","uid","uniqueId","videoWebUrl"
"https://p16-common-sign-sg.tiktokcdn-us.com/tos-alisg-avt-0068/7324303919255912449~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=b7c55dce&x-expires=1742320800&x-signature=6WiZdZaWKN%2FvmJbfAE4ikp%2BDHho%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast8","7482785990256526087","1742221890","2025-03-17T14:31:30.000Z","0","uniqlo_malaysia","false","false",,"0","The blue stripe shirt size XL is sold out everywhere in Vietnam 😭","6961766195449299970","celine_tdh","https://www.tiktok.com/@uniqlo_malaysia/video/7457124991511940359"
"https://p16-common-sign-sg.tiktokcdn-us.com/tos-alisg-avt-0068/5ad9e08dc77ba3041ce00db86a4d261b~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=1beb1e70&x-expires=1742320800&x-signature=KTyS3XVYTmfcg%2FcbSidWDaayEmI%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast8","7461345016163746578","1737229813","2025-01-18T19:50:13.000Z","32","uniqlo_malaysia","false","false",,"1","Do you have a student budget option for ""overthinking and depressed""?","6774985085201630210","terristeaks","https://www.tiktok.com/@uniqlo_malaysia/video/7457124991511940359"
"https://p16-common-sign-sg.tiktokcdn-us.com/tos-alisg-avt-0068/179f4ed4681ed018bc105c1e4488d2bc~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=07caf871&x-expires=1742320800&x-signature=joq96xt1secdzLY%2Bz2MJtPAcCPc%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast8","7457556615459701512","1736347722","2025-01-08T14:48:42.000Z","17","uniqlo_malaysia","true","false",,"0","the first fit tho🤭🥰","6784211768722850817","natdumpling_","https://www.tiktok.com/@uniqlo_malaysia/video/7457124991511940359"
"https://p16-sign-useast2a.tiktokcdn.com/tos-useast2a-avt-0068-euttp/04975af53ef6fedec8a2326b88a148af~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=cf212c8f&x-expires=1742320800&x-signature=s9nZvHOAPkn41Heh5PIZsIM2ZqU%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast8","7461255107087516434","1737208842","2025-01-18T14:00:42.000Z","0","uniqlo_malaysia","false","false",,"0","For anyone above 190cm tall this is not for you I tried it and I can’t buy them 🥺","7179867383866852353","damansaradaddy","https://www.tiktok.com/@uniqlo_malaysia/video/7457124991511940359"
"https://p16-common-sign-sg.tiktokcdn-us.com/tos-alisg-avt-0068/12339bda6f57fafd72edb530ec7b9cd4~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=05e4a781&x-expires=1742320800&x-signature=NkKkRZtErq4f47prwWKuVwNQu%2B0%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast8","7461946495308055303","1737369829","2025-01-20T10:43:49.000Z","1","uniqlo_malaysia","true","false",,"1","hi uniqlo, i usually wear a size L for the dry pique polo.. is the jw anderson polo shirt the same cutting?","7174402386827904002","d_beckz","https://www.tiktok.com/@uniqlo_malaysia/video/7457124991511940359"
"https://p16-common-sign-sg.tiktokcdn-us.com/tos-alisg-avt-0068/50523bb29503ce22310ed9aadb927a45~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=0574e363&x-expires=1742320800&x-signature=kamd77VHifiDiAyjUAeYEPF1dKs%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast8","7460823450875200264","1737108347","2025-01-17T10:05:47.000Z","2","uniqlo_malaysia","false","false",,"0","who's the model?","6877060928685802498","pengulover07","https://www.tiktok.com/@uniqlo_malaysia/video/7457124991511940359"
"https://p16-sign-useast2a.tiktokcdn.com/tos-useast2a-avt-0068-giso/2e3a6024b19dba4fb6f65f20c12ed263~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=e2027ddc&x-expires=1742320800&x-signature=kWkGtrGiNAJit2RwTB2z%2BvytlP8%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast8","7461241805188006674","1737205745","2025-01-18T13:09:05.000Z","0","uniqlo_malaysia","false","false",,"2","Does anyone know where the tie is from 🥺","6802228885746533378","aidxll","https://www.tiktok.com/@uniqlo_malaysia/video/7457124991511940359"
"https://p16-common-sign-sg.tiktokcdn-us.com/tos-alisg-avt-0068/2abe0bc0bdba51a901c81c9b148ec40c~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=efca8120&x-expires=1742320800&x-signature=zB8w5bXpPOjlCzka3o5rEpJOjOU%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast8","7460430468686529287","1737016851","2025-01-16T08:40:51.000Z","4","uniqlo_malaysia","true","false",,"1","I just fitting the shirt just now…it super comfy and make me look more confident","6963124792317133826","teudongie0","https://www.tiktok.com/@uniqlo_malaysia/video/7457124991511940359"
"https://p16-common-sign-sg.tiktokcdn-us.com/tos-alisg-avt-0068/57ba0de238e1e67239ac7dd9ca043628~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=381cd78a&x-expires=1742320800&x-signature=qBzbBmvFy6aDx1d1OXXFEASaKu0%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast8","7461628795129348882","1737295849","2025-01-19T14:10:49.000Z","0","uniqlo_malaysia","false","false",,"0","nice","7366937322031907846","kacf8613eql","https://www.tiktok.com/@uniqlo_malaysia/video/7457124991511940359"
"https://p16-common-sign-sg.tiktokcdn-us.com/tos-alisg-avt-0068/3c29a463f64e66207c72f6e40c6165b1~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=23e3389b&x-expires=1742320800&x-signature=%2BceNDV3mbB9LwXE%2F9zbPBoqZBAQ%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast8","7461632802346730256","1737296797","2025-01-19T14:26:37.000Z","0","uniqlo_malaysia","false","false",,"0","good","7097577097925837851","hasiljiran","https://www.tiktok.com/@uniqlo_malaysia/video/7457124991511940359"
"https://p16-common-sign-sg.tiktokcdn-us.com/tos-alisg-avt-0068/220791a9a87789157ca7dcb081609481~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=c149a69f&x-expires=1742320800&x-signature=Es7WxEX71ipV6UJWjy5Disef5yo%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast8","7459306265765413653","1736755108","2025-01-13T07:58:28.000Z","1","uniqlo_malaysia","true","false",,"0","good ok good 👍","6710808428607161346","ah.weng.1963","https://www.tiktok.com/@uniqlo_malaysia/video/7457124991511940359"
