"avatarThumbnail","cid","createTime","createTimeISO","diggCount","input","likedByAuthor","pinnedByAuthor","repliesToId","replyCommentTotal","text","uid","uniqueId","videoWebUrl"
"https://p19-common-sign-va.tiktokcdn-us.com/tos-maliva-avt-0068/8b88f026218a431d230b43c2e5710295~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=5e9076fc&x-expires=1742324400&x-signature=voLJ19wqincBPQS%2BTqsAcbZZHTk%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast8","7456904838111183638","1736195965","2025-01-06T20:39:25.000Z","24","uniqlo_malaysia","false","false",,"1","Why is Uniqlo Malaysia cooking so hard while Uniqlo Europe posts the worst bs ever what is going on","7430814359527539744","franekpatkowski","https://www.tiktok.com/@uniqlo_malaysia/video/7456653028742024466"
"https://p16-common-sign-va.tiktokcdn-us.com/tos-maliva-avt-0068/6772932bdc3283f083b4d48d3d59740a~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=f736bc35&x-expires=1742324400&x-signature=L%2FE%2BOUwGz8xbcxe6v7U3zS3PKVs%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast8","7478368342216524549","1741193355","2025-03-05T16:49:15.000Z","2","uniqlo_malaysia","true","false",,"1","whats the name of the pants","6757919053954548742","absolute...cinema","https://www.tiktok.com/@uniqlo_malaysia/video/7456653028742024466"
"https://p16-common-sign-va.tiktokcdn-us.com/tos-maliva-avt-0068/fe621a2c1021bfccbedbd8c631bd3b2c~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=f4d5930f&x-expires=1742324400&x-signature=mP%2FvibZyg0xYpDFi2Ow1CGoYwBw%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast8","7475034819304653574","1740417203","2025-02-24T17:13:23.000Z","0","uniqlo_malaysia","false","false",,"0","Do y'all ship to Turkey?","6837208067655943174","mlkayy.19","https://www.tiktok.com/@uniqlo_malaysia/video/7456653028742024466"
"https://p16-common-sign-sg.tiktokcdn-us.com/tos-alisg-avt-0068/073a619c99f47ad5906cb7b7eb0a6ab1~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=c959e0b3&x-expires=1742324400&x-signature=xYGzhMUXUS3CzcZQzCgFFZEvCeU%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast8","7462365792047710994","1737467445","2025-01-21T13:50:45.000Z","0","uniqlo_malaysia","false","false",,"0","if brand outlet and padini can copy 80% of their shirts and pants😂 byebye uniqlo😁 But UNIQLO long pants quality still the best compare with BO and PDI 😉","7442553684532446228","johari_061","https://www.tiktok.com/@uniqlo_malaysia/video/7456653028742024466"
"https://p16-sign-useast2a.tiktokcdn.com/tos-useast2a-avt-0068-aiso/fc28ceb7c6fff7c0b7303bd36b694412~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=03788a0d&x-expires=1742324400&x-signature=gW7ny39GOttq23krwS2JqeKwzHk%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast8","7466443002933543688","1738416745","2025-02-01T13:32:25.000Z","1","uniqlo_malaysia","true","false",,"2","Pants from?","6562539542892085253","whotthehowty","https://www.tiktok.com/@uniqlo_malaysia/video/7456653028742024466"
"https://p16-common-sign-sg.tiktokcdn-us.com/tos-alisg-avt-0068/de18cb13c44e93507e0235906bcdfcc7~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=8bded5ba&x-expires=1742324400&x-signature=yf9wnOHVfgNxLm6cMZkAsdGm8kE%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast8","7456657944358470401","1736138487","2025-01-06T04:41:27.000Z","1","uniqlo_malaysia","true","false",,"1","What is the name of the hoodie?","6789148555128128514","dd199x","https://www.tiktok.com/@uniqlo_malaysia/video/7456653028742024466"
"https://p16-common-sign-sg.tiktokcdn-us.com/tos-alisg-avt-0068/6120ec57b01aa9cedf193180bf71a1c8~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=8bc38e3a&x-expires=1742324400&x-signature=Ple9Q9PuSoTRV17cKnQgxsqCzO0%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast8","7469447585381712647","1739116308","2025-02-09T15:51:48.000Z","0","uniqlo_malaysia","false","false",,"0","Nice drees","7233098981399856133","mahabub.hasan077","https://www.tiktok.com/@uniqlo_malaysia/video/7456653028742024466"
"https://p19-common-sign-va.tiktokcdn-us.com/musically-maliva-obj/1594805258216454~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=58857272&x-expires=1742324400&x-signature=Nn5AYO11DuyKYJHRFr9ZTxB11z8%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast8","7462691882721755922","1737546840","2025-01-22T11:54:00.000Z","0","uniqlo_malaysia","false","false",,"0","rose☺️☺️☺️☺️☺️☺️","7455888818546967558","ayang57839","https://www.tiktok.com/@uniqlo_malaysia/video/7456653028742024466"
"https://p16-common-sign-sg.tiktokcdn-us.com/tos-alisg-avt-0068/59363f81b18da22209807ba341fde12d~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=934c5811&x-expires=1742324400&x-signature=W0h%2F7BU4ZlAjHpLTH%2BbXxlNGthI%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast8","7459590098062672656","1736821185","2025-01-14T02:19:45.000Z","0","uniqlo_malaysia","false","false",,"0","Main Place?","6986523591182664731","armypup_wulf","https://www.tiktok.com/@uniqlo_malaysia/video/7456653028742024466"
"https://p16-sign-useast2a.tiktokcdn.com/tos-useast2a-avt-0068-euttp/efd95279eac540f6a971d78450fe67c2~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=7df42364&x-expires=1742324400&x-signature=Tb6wJeD5DUDo6SQJ94SNLfchOB0%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast8","7461265842644124449","1737211346","2025-01-18T14:42:26.000Z","0","uniqlo_malaysia","false","false",,"0","nice🥰🥰","7452824434040194080","dkp7347","https://www.tiktok.com/@uniqlo_malaysia/video/7456653028742024466"
